FHRSID,BusinessName,BusinessType,FullAddress,PostCode,Hygiene,Structural,ConfidenceInManagement
836589,Marks & Spencer Cafe,Restaurant/Cafe/Canteen,"Marks And Spencer Cafe, John Radcliffe Hospital, Headley Way",OX3 9DU,0,0,0
836588,Marks & Spencer Simply Foods,Retailers - supermarkets/hypermarkets,"Marks And Spencer Simply Food, John Radcliffe Hospital, Headley Way",OX3 9DU,0,0,0
269238,Marks & Spencer Simply Foods,Retailers - supermarkets/hypermarkets,"Oxford Railway Station, Park End Street, Oxford",OX1 1HS,0,0,5
1260034,Marley's Cafe,Restaurant/Cafe/Canteen,"Roger House, Osney Mead, Oxford",OX2 0ES,5,5,5
268506,Maroc Deli,Takeaway/sandwich shop,"66 Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,0,0
1019658,Marsh Harrier,Pub/bar/nightclub,"The Marsh Harrier, 40 Marsh Road, Oxford",OX4 2HH,0,0,0
268689,Marston Royal British Legion,Pub/bar/nightclub,"Royal British Legion Club House, 17 Hadow Road, Oxford",OX3 0JW,5,0,0
269211,Mason's Arms,Pub/bar/nightclub,"Quarry School Place, Oxford, Oxfordshire",OX3 8LH,5,5,5
1794035,Massaya Oxford,Restaurant/Cafe/Canteen,"136A Cowley Road, Oxford, Oxfordshire",OX4 1JJ,N/A,N/A,N/A
1611520,Maya's Cafe,Restaurant/Cafe/Canteen,"121B The Westgate, Queen Street, Oxford",OX1 1PB,5,10,5
268966,McDonalds,Restaurant/Cafe/Canteen,"298 London Road, Headington, Oxford",OX3 8DJ,0,0,0
268487,McDonalds,Restaurant/Cafe/Canteen,"57 Cornmarket Street, Oxford, Oxfordshire",OX1 3HB,N/A,N/A,N/A
1581670,Meal Plus,Restaurant/Cafe/Canteen,"31 - 32 St Clement's Street, Oxford, Oxfordshire",OX4 1AB,0,0,0
1567225,Medina Foods Market,Retailers - other,"92 London Road, Headington, Oxford",OX3 9AJ,5,5,5
268468,Mediterranean Fish Bar,Takeaway/sandwich shop,"10 Cherwell Drive, Oxford, Oxfordshire",OX3 0LY,0,0,5
904892,Medley Manor Farm Cafe,Restaurant/Cafe/Canteen,"Medley Manor Farm, Binsey Lane, Oxford",OX2 0NJ,0,0,0
268424,Medley Sailing Club,Pub/bar/nightclub,"Binsey Lane, Oxford, Oxfordshire",OX2 0NJ,5,5,5
1538730,MFG BP-Londis Cowley,Retailers - other,"44 - 56 Oxford Road, Cowley, Oxford",OX4 2DT,5,0,0
1426975,Middle East Supermarket,Retailers - other,"138 Oxford Road, Cowley, Oxford",OX4 2DU,10,10,20
1693338,Milk And More,Retailers - other,"Towles Mill Depot, 436 Abingdon Road, Oxford",OX1 4XP,0,0,0
761527,Millefeuille,Restaurant/Cafe/Canteen,"86 Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,5,0
1531126,Milos At Osney Marine Engineering Cafe,Mobile caterer,"Osney Marine Engineering Company, Gibbs Crescent, Oxford",OX2 0NX,0,5,5
1635457,Mint Kitchen And Lounge,Restaurant/Cafe/Canteen,"Temple Lounge, 21 Temple Street, Oxford",OX4 1JS,0,0,0
269384,Mission Burrito,Restaurant/Cafe/Canteen,"8 St Michael's Street, Oxford, Oxfordshire",OX1 2DU,0,5,0
1796653,Mission Burrito,Restaurant/Cafe/Canteen,"8 St Michael's Street, Oxford, Oxfordshire",OX1 2DU,N/A,N/A,N/A
1208427,Modern Art Oxford Cafe,Restaurant/Cafe/Canteen,"Modern Art Oxford, 30 Pembroke Street, Oxford",OX1 1BP,N/A,N/A,N/A
268955,Mojo's Sandwich Bar,Takeaway/sandwich shop,"123 London Road, Headington, Oxford",OX3 9HZ,0,0,0
1735590,Momo Station,Takeaway/sandwich shop,"260 Cowley Road, Oxford, Oxfordshire",OX4 1UH,5,5,5
1728334,Montezuma's Chocolate,Retailers - other,"45 Queen Street, Oxford, Oxfordshire",OX1 1ET,0,0,0
1218423,Mooboo Bubble Tea,Takeaway/sandwich shop,"13 Turl Street, Oxford, Oxfordshire",OX1 3DQ,0,0,0
1522412,Morrisons Daily,Retailers - other,"Balfour Road Post Office, 69 Balfour Road, Oxford",OX4 6AG,0,0,0
406128,Moshi,Restaurant/Cafe/Canteen,"23 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HU,0,0,10
949740,Mostro Coffee,Restaurant/Cafe/Canteen,"101A Cowley Road, Oxford, Oxfordshire",OX4 1HU,5,5,5
1698842,Mowgli Street Food,Restaurant/Cafe/Canteen,"Cinnamon Kitchen, 309 The Westgate, Queen Street",OX1 1PG,0,0,0
268965,Mulberry Guest House,Hotel/bed & breakfast/guest house,"265 London Road, Headington, Oxford",OX3 9EH,0,0,0
1642986,Nai's Eatery,Restaurant/Cafe/Canteen,"104 Islip Road, Oxford, Oxfordshire",OX2 7SW,0,0,0
268577,Najar's Place,Takeaway/sandwich shop,"St Giles', Oxford, Oxfordshire",OX1 3LU,0,0,5
269026,Nando's,Restaurant/Cafe/Canteen,"77 George Street, Oxford, Oxfordshire",OX1 2BQ,0,0,0
268508,Nando's,Restaurant/Cafe/Canteen,"80 Cowley Road, Oxford, Oxfordshire",OX4 1JB,0,0,0
1015456,Nando's,Restaurant/Cafe/Canteen,"Nandos, 315 The Westgate, Queen Street",OX1 1PG,0,0,5
268639,Nawabi,Takeaway/sandwich shop,"5 Girdlestone Road, Oxford, Oxfordshire",OX3 7LZ,0,0,0
1336966,Neal's Yard Remedies,Retailers - other,"Neals Yard, 135 The Westgate, Queen Street",OX1 1PB,N/A,N/A,N/A
1019662,Neds Noodle Bar,Restaurant/Cafe/Canteen,"Neds Noodles, 129 The Westgate, Queen Street",OX1 1PB,0,0,0
1567229,Nefistanbul Restaurant,Restaurant/Cafe/Canteen,"Raja House, 212 - 214 Cowley Road, Oxford",OX4 1UQ,0,0,0
1538738,Nepalese Mart,Retailers - other,"43 Upper Barr, Oxford, Oxfordshire",OX4 3UX,0,0,10
1796656,New Bombay,Takeaway/sandwich shop,"Unit 17, The Chiltern Business Centre, 198 Garsington Road",OX4 6NG,N/A,N/A,N/A
731309,New Dancing Dragon,Restaurant/Cafe/Canteen,"283 Banbury Road, Oxford, Oxfordshire",OX2 7JF,0,0,0
1635449,New Ground Coffee,Restaurant/Cafe/Canteen,"6 St Michael's Mansions, Ship Street, Oxford",OX1 3DE,0,0,0
1790849,New Road Innovations,Retailers - other,"Oxford Sciences Innovation, 46 Woodstock Road, Oxford",OX2 6HT,N/A,N/A,N/A
268631,New Theatre,Restaurant/Cafe/Canteen,"The New Theatre, 18 - 20 George Street, Oxford",OX1 2AG,5,5,5
268357,Nine 2 Nine Grocery,Retailers - other,"75C Banbury Road, Oxford, Oxfordshire",OX2 6PE,0,0,5
999835,No.1 Ship Street,Restaurant/Cafe/Canteen,"1 Ship Street, Oxford, Oxfordshire",OX1 3DA,0,5,0
268913,Noor Halal,Retailers - other,"106 Magdalen Road, Oxford, Oxfordshire",OX4 1RG,5,5,10
268564,North Oxford Association,Restaurant/Cafe/Canteen,"Diamond Place, Oxford, Oxfordshire",OX2 7DP,0,0,5
1015472,North Oxford Association Lunch Club,Pub/bar/nightclub,"North Oxford Association, Diamond Place, Oxford",OX2 7DP,0,0,5
269018,North Oxford Conservative Club,Pub/bar/nightclub,"17 Middle Way, Oxford, Oxfordshire",OX2 7LH,0,0,0
1616667,Northway Pizza,Takeaway/sandwich shop,"55 Westlands Drive, Oxford, Oxfordshire",OX3 9QS,5,5,5
1317339,Northway Social Club,Pub/bar/nightclub,"North Way Community Centre, 45 Dora Carr Close, Oxford",OX3 9RF,0,0,0
1527031,Northway Together CIC Community Café,Restaurant/Cafe/Canteen,"North Way Community Centre, 45 Dora Carr Close, Oxford",OX3 9RF,N/A,N/A,N/A
988125,Nuffield Health,Restaurant/Cafe/Canteen,"Virgin Active Heath Club, 269C Woodstock Road, Oxford",OX2 7NZ,5,0,0
1296981,O Portugues Cafe,Restaurant/Cafe/Canteen,"5 The Roundway, Oxford, Oxfordshire",OX3 8DH,0,0,5
958707,O2 Academy,Pub/bar/nightclub,"190 - 194 Cowley Road, Oxford, Oxfordshire",OX4 1UE,0,0,0
268633,Odeon Cinema,Retailers - other,"Cinema, George Street, Oxford",OX1 2BL,0,0,0
1753808,Old Delhi/Mughal Biryani,Restaurant/Cafe/Canteen,"6 Park End Street, Oxford, Oxfordshire",OX1 1HH,0,0,0
268351,Old Parsonage Hotel,Restaurant/Cafe/Canteen,"1 Banbury Road, Oxford, Oxfordshire",OX2 6NN,0,0,0
1081504,Ole And Steen,Restaurant/Cafe/Canteen,"133 The Westgate, Queen Street, Oxford",OX1 1PB,0,0,0
1519420,Olive Catering Services,Restaurant/Cafe/Canteen,"Hinshelwood Building, Edmund Halley Road, Oxford",OX4 4GB,0,0,0
1738491,Oliver Bonas,Retailers - other,"228 - 230 Banbury Road, Oxford, Oxfordshire",OX2 7BY,N/A,N/A,N/A
1285794,Olivia's Greek Food,Restaurant/Cafe/Canteen,"27 Upper Barr, Oxford, Oxfordshire",OX4 3UX,0,0,5
268625,O'Neill's,Pub/bar/nightclub,"37 George Street, Oxford, Oxfordshire",OX1 2BD,0,0,0
701769,Opera Cafe,Restaurant/Cafe/Canteen,"31 Walton Street, Oxford, Oxfordshire",OX2 6AA,0,0,0
269264,Organic Deli Cafe,Takeaway/sandwich shop,"24 Friars Entry, Oxford, Oxfordshire",OX1 2DB,0,0,0
268411,Oriental Express,Takeaway/sandwich shop,"54 Between Towns Road, Oxford, Oxfordshire",OX4 3LR,0,0,0
1720669,Orion Academy,Mobile caterer,"Knights Road, Oxford, Oxfordshire",OX4 6DQ,0,0,0
1718994,OTCA,Restaurant/Cafe/Canteen,"7B Littlehay Road, Oxford, Oxfordshire",OX4 3EG,N/A,N/A,N/A
932827,OX2 Convenience Store,Retailers - other,"Kendall Crescent Post Office, 3 Kendall Crescent, Oxford",OX2 8NE,0,5,0
268363,Oxford Bridge Club,Pub/bar/nightclub,"147 Banbury Road, Oxford, Oxfordshire",OX2 7AN,0,0,0
268619,Oxford Brunch Bar,Restaurant/Cafe/Canteen,"19 George Street, Oxford, Oxfordshire",OX1 2AU,N/A,N/A,N/A
1019672,Oxford Castle Unlocked (Gift Shop),Retailers - other,"45 Oxford Castle, New Road, Oxford",OX1 1AY,0,0,0
268999,Oxford City And County Bowls Club,Restaurant/Cafe/Canteen,"Marston Ferry Road, Oxford, Oxfordshire",OX2 7EE,0,0,0
268995,Oxford City Football Club,Pub/bar/nightclub,"Oxford City Footlball Club, Court Place Farm, Marsh Lane",OX3 0NQ,0,0,0
1718996,Oxford Community Action Cafe,Restaurant/Cafe/Canteen,"141 - 145 Cowley Road, Oxford, Oxfordshire",OX4 1HU,0,0,0
1111099,Oxford Corner Shop,Retailers - other,"366 Cowley Road, Oxford, Oxfordshire",OX4 2BY,0,0,5
268824,Oxford Fish Shop,Takeaway/sandwich shop,"287A Iffley Road, Oxford, Oxfordshire",OX4 4AQ,0,5,0
1697045,Oxford Food Service,Retailers - other,"93 Wilkins Road, Oxford, Oxfordshire",OX4 2JB,0,0,5
1775578,Oxford Golf Club,Restaurant/Cafe/Canteen,"Southfield Golf Course, Hill Top Road, Oxford",OX4 1PF,0,0,5
268971,Oxford Homeless Pathways,Hotel/bed & breakfast/guest house,"O'Hanlon House, Luther Street, Oxford",OX1 1UL,0,5,0
1761254,Oxford International College,Restaurant/Cafe/Canteen,"58A St Clement's Street, Oxford, Oxfordshire",OX4 1AH,0,5,0
1065511,Oxford Kebab House,Takeaway/sandwich shop,"East Oxford Health Centre, 1 Manzil Way, Oxford",OX4 1XD,5,10,10
1590780,Oxford Mutual Aid,Retailers - other,"Richard Benson Hall, Cowley Road, Oxford",OX4 2AJ,0,0,0
679552,Oxford News,Retailers - other,"90 Gloucester Green, Oxford, Oxfordshire",OX1 2BU,0,0,10
1590775,Oxford Off Licence \& Groceries,Retailers - other,"St Clement's Post Office, 48 St Clement's Street, Oxford",OX4 1AG,10,10,10
1594084,Oxford Pizza N Grill,Takeaway/sandwich shop,"Left Hand Side, 435 Cowley Road, Oxford",OX4 2DL,10,15,10
268405,Oxford Playhouse,Restaurant/Cafe/Canteen,"11-12 Beaumont Street, Oxford, Oxfordshire",OX1 2LW,0,0,0
268921,Oxford Supermarket - Premier,Retailers - other,"Oxford Supermarket, 170 Pegasus Road, Oxford",OX4 6JQ,0,0,5
1693345,Oxford Xpress,Retailers - other,"79 London Road, Headington, Oxford",OX3 9AA,0,0,0
1524688,Oxon Groceries,Retailers - other,"144 London Road, Headington, Oxford",OX3 9EB,5,0,5
1706772,OXSite Catering LTD,Restaurant/Cafe/Canteen,"Plots 23-26, Oxford Science Park, Grenoble Road",OX4 4GB,0,0,0
268994,OXSRAD Ltd,Pub/bar/nightclub,"Oxford City Footlball Club, Court Place Farm, Marsh Lane",OX3 0NQ,10,10,10
1800545,OxTwo,Restaurant/Cafe/Canteen,"8 Prama House, 267 Banbury Road, Oxford",OX2 7HT,N/A,N/A,N/A
1676294,OxUnBoxed,Retailers - other,"137 - 141 Covered Market, Market Street, Oxford",OX1 3DZ,N/A,N/A,N/A
268779,Oxy Oriental,Restaurant/Cafe/Canteen,"Unit 6, Ozone Leisure Park, Grenoble Road",OX4 4XP,5,5,5
982226,Pan Pan,Restaurant/Cafe/Canteen,"43 St Clement's Street, Oxford, Oxfordshire",OX4 1AG,0,5,5
1664073,Panda House,Takeaway/sandwich shop,"126 Hollow Way, Oxford, Oxfordshire",OX4 2NL,0,0,0
1581672,Panini Grill Cafe,Restaurant/Cafe/Canteen,"239 Cowley Road, Oxford, Oxfordshire",OX4 1XG,0,0,0
1702950,Pannekoek Cafe,Restaurant/Cafe/Canteen,"200 - 202 Banbury Road, Oxford, Oxfordshire",OX2 7BY,5,5,5
836595,Papa John's,Takeaway/sandwich shop,"493 Marston Road, Oxford, Oxfordshire",OX3 0JQ,0,0,0
611201,Partyman World,Restaurant/Cafe/Canteen,"Partyman World Of Play, Unit 3A, Ozone Leisure Park",OX4 4XP,0,0,0
1608791,Pasta Evangelists,Takeaway/sandwich shop,"214 Banbury Road, Oxford, Oxfordshire",OX2 7BY,N/A,N/A,N/A
1567246,Paul,Restaurant/Cafe/Canteen,"138 High Street, Oxford, Oxfordshire",OX1 4DN,0,5,0
949730,Peloton Espresso,Restaurant/Cafe/Canteen,"76 Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,15,5
1042837,Pepe's Piri Piri,Takeaway/sandwich shop,"250 Cowley Road, Oxford, Oxfordshire",OX4 1UH,0,5,5
269441,Peppers Burgers,Takeaway/sandwich shop,"84 Walton Street, Oxford, Oxfordshire",OX2 6EA,10,5,20
1738496,Peter Durham And Daughters Ltd,Retailers - other,"Unit 2, The Chiltern Business Centre, 198 Garsington Road",OX4 6NG,N/A,N/A,N/A
1317343,Philly's Burger,Restaurant/Cafe/Canteen,"71 St Clement's Street, Oxford, Oxfordshire",OX4 1AH,0,0,0
1011211,Pho,Restaurant/Cafe/Canteen,"305 The Westgate, Queen Street, Oxford",OX1 1PG,0,5,0
955351,Phoenix Picture House,Retailers - other,"Phoenix Cinema, 57 - 58 Walton Street, Oxford",OX2 6AE,0,10,5
1672518,Pickle  And Lime,Takeaway/sandwich shop,"67 Botley Road, Oxford, Oxfordshire",OX2 0BS,0,5,5
1680806,Pickwick Guest House,Hotel/bed & breakfast/guest house,"15 London Road, Headington, Oxford",OX3 7SP,5,5,10
1764804,Pierre Victoire,Restaurant/Cafe/Canteen,"9 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HP,0,0,0
1603532,PIRICO,Takeaway/sandwich shop,"132 Oxford Road, Cowley, Oxford",OX4 2DU,0,0,0
1538737,Pizza 1889,Mobile caterer,"Kiosk 1, Templars Shopping Park, Between Towns Road",OX4 3JP,0,0,0
1683632,Pizza Express,Restaurant/Cafe/Canteen,"232 - 236 Banbury Road, Oxford, Oxfordshire",OX2 7BY,0,0,0
268661,Pizza Express,Restaurant/Cafe/Canteen,"7 Golden Cross, Oxford, Oxfordshire",OX1 3EU,5,5,5
1524694,Pizza Hero,Restaurant/Cafe/Canteen,"102 Cowley Road, Oxford, Oxfordshire",OX4 1JE,5,0,0
1627999,Pizza Hut,Takeaway/sandwich shop,"18 Cherwell Drive, Oxford, Oxfordshire",OX3 0LY,0,5,5
268785,Pizza Roma,Restaurant/Cafe/Canteen,"248 Cowley Road, Oxford, Oxfordshire",OX4 1UH,10,15,20
1647226,Pizza Stazione,Takeaway/sandwich shop,"206 Garsington Road, Oxford, Oxfordshire",OX4 6NQ,0,5,0
268602,Plush,Pub/bar/nightclub,"Purple Turtle, Frewin Court, Oxford",OX1 3HZ,5,5,5
1726788,Polish Kitchen Oxford,Restaurant/Cafe/Canteen,"96 Rose Hill, Oxford, Oxfordshire",OX4 4HX,0,0,0
1691272,Polish Shop Littlemore Ltd,Retailers - other,"34 Cowley Road, Littlemore, Oxford",OX4 4LD,0,0,0
268916,Polish Specialities,Retailers - other,"81 Wilkins Road, Oxford, Oxfordshire",OX4 2JB,5,5,5
1499300,Pompette,Restaurant/Cafe/Canteen,"Portabello, 7 South Parade, Oxford",OX2 7JL,0,0,0
952046,Pony's Cafe,Mobile caterer,"17 Pony Road, Oxford, Oxfordshire",OX4 2RD,0,0,0
1548704,Popeyes Louisiana Kitchen,Restaurant/Cafe/Canteen,"36 - 37 Queen Street, Oxford, Oxfordshire",OX1 1ER,0,0,0
268962,Posh Fish,Restaurant/Cafe/Canteen,"150 London Road, Headington, Oxford",OX3 9ED,0,0,5
1378242,Premier Inn Oxford City Centre Westgate,Hotel/bed & breakfast/guest house,"Greyfriars Court, Paradise Square, Oxford",OX1 1BE,0,5,0
268885,Premier Turna Supermarket,Retailers - other,"24 - 25 The Oval, Oxford, Oxfordshire",OX4 4SE,15,0,10
1496104,Pret A Manager,Restaurant/Cafe/Canteen,"2 Cornmarket Street, Oxford, Oxfordshire",OX1 3EX,0,5,0
1538733,Pret A Manger,Restaurant/Cafe/Canteen,"240 Banbury Road, Oxford, Oxfordshire",OX2 7BY,0,5,0
1496103,Pret A Manger,Restaurant/Cafe/Canteen,"26-27 Cornmarket Street, Oxford, Oxfordshire",OX1 3EY,5,10,10
1538734,Pret A Manger,Restaurant/Cafe/Canteen,"WH Smith, Oxford Railway Station, Park End Street",OX1 1HS,5,0,5
1538735,Pret A Manger (West Wing),Restaurant/Cafe/Canteen,"John Radcliffe Hospital, Headley Way, Oxford",OX3 9DU,0,0,0
1759661,Primavista Oxford,Restaurant/Cafe/Canteen,"The Mad Hatter, 43 Iffley Road, Oxford",OX4 1EA,0,0,0
1623880,Prince Of Wales At Iffley,Pub/bar/nightclub,"73 Church Way, Oxford, Oxfordshire",OX4 4EF,0,10,0
1389988,Puggi Yoggi,Takeaway/sandwich shop,"Covered Market, Market Street, Oxford",OX1 3DZ,0,5,0
1710088,Qin Noodle Ltd,Restaurant/Cafe/Canteen,"23 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HU,10,5,20
1635447,Quarry Cafe/KIDACTIVE,Restaurant/Cafe/Canteen,"Pavilion, Recreation Ground, Margaret Road",OX3 8AY,5,0,5
268720,Queen's Lane Coffee House,Restaurant/Cafe/Canteen,"40 High Street, Oxford, Oxfordshire",OX1 4AP,5,5,5
268724,Quod Brasserie And Bar And Old Bank Hotel,Restaurant/Cafe/Canteen,"Old Bank Hotel, 92 - 94 High Street, Oxford",OX1 4BJ,0,0,0
701763,Rachel's,Restaurant/Cafe/Canteen,"55 St Clement's Street, Oxford, Oxfordshire",OX4 1AG,5,0,5
1800544,Ramen Korner,Restaurant/Cafe/Canteen,"59 - 60 High Street, Oxford, Oxfordshire",OX1 4AS,N/A,N/A,N/A
1332209,Ramen Kulture,Restaurant/Cafe/Canteen,"52 St Giles', Oxford, Oxfordshire",OX1 3LU,0,0,5
269431,Raoul's Bar,Pub/bar/nightclub,"32 Walton Street, Oxford, Oxfordshire",OX2 6AA,0,0,5
1672514,Real Kungfu Noodle,Restaurant/Cafe/Canteen,"183 Cowley Road, Oxford, Oxfordshire",OX4 1UT,N/A,N/A,N/A
268945,Red Mullions Guest House,Hotel/bed & breakfast/guest house,"23 London Road, Headington, Oxford",OX3 7RE,0,0,0
1548707,Red Star Chinese Restaurant,Restaurant/Cafe/Canteen,"187 Cowley Road, Oxford, Oxfordshire",OX4 1UT,5,5,10
479031,Refresh - Oxfordshire User Team,Restaurant/Cafe/Canteen,"131 Cowley Road, Oxford, Oxfordshire",OX4 1HU,0,0,0
1098305,Reina Grill,Takeaway/sandwich shop,"137A London Road, Headington, Oxford",OX3 9HZ,0,0,0
1629487,Remont Hotel,Hotel/bed & breakfast/guest house,"365 - 367 Banbury Road, Oxford, Oxfordshire",OX2 7PL,0,0,0
269133,Researcher's Cafe,Restaurant/Cafe/Canteen,"The Cafe, Oxfordshire Records Office St Luke's Church, Temple Road",OX4 2HT,0,0,5
269358,Restaurant Moya,Restaurant/Cafe/Canteen,"97 St Clement's Street, Oxford, Oxfordshire",OX4 1AR,0,0,0
542354,Restore Littlemore Shop And Cafe,Restaurant/Cafe/Canteen,"Littlemore Mental Health Centre, Sandford Road, Littlemore",OX4 4XN,0,0,0
1042841,Rick's Diner,Restaurant/Cafe/Canteen,"90 Cowley Road, Oxford, Oxfordshire",OX4 1JB,0,0,5
1242416,Rio's Piri Piri,Restaurant/Cafe/Canteen,"Ground Floor Cafe, 81 London Road, Headington",OX3 9AA,5,0,0
268566,Risinghurst Post Office,Retailers - other,"46 Downside Road, Oxford, Oxfordshire",OX3 8HR,5,5,5
1616666,Romania Express Ltd,Retailers - other,"136A Oxford Road, Cowley, Oxford",OX4 2DU,5,5,5
1611519,Rosa's Thai Oxford,Restaurant/Cafe/Canteen,"25 - 27 George Street, Oxford, Oxfordshire",OX1 2AU,0,5,0
1408982,Rose Hill Community Cafe,Restaurant/Cafe/Canteen,"Rose Hill Community Centre, Carole's Way, Oxford",OX4 4HF,0,0,10
1775579,Rose Hill Community Larder,Retailers - other,"Rose Hill Community Centre, Carole's Way, Oxford",OX4 4HF,0,0,0
269399,Rosehill Newsagents,Retailers - other,"23 The Oval, Oxford, Oxfordshire",OX4 4SE,N/A,N/A,N/A
269469,Rosies,Retailers - other,"49-51 Westlands Drive, Oxford, Oxfordshire",OX3 9QS,5,0,10
988122,Royal Blenheim,Pub/bar/nightclub,"13 St Ebbe's Street, Oxford, Oxfordshire",OX1 1PT,0,0,0
1787412,Rozana Oxford,Takeaway/sandwich shop,"Fasta Pasta, 121 Covered Market, Market Street",OX1 3DZ,0,0,5
268922,Sadler Bar & Brasserie \& Deli Cafe,Restaurant/Cafe/Canteen,"Sadler Building, Heatley Road, Oxford",OX4 4GE,0,0,0
1015463,Sainsbury's,Retailers - supermarkets/hypermarkets,"117 - 119 St Aldate's, Oxford, Oxfordshire",OX1 1EA,0,0,0
269464,Sainsbury's,Retailers - supermarkets/hypermarkets,"21 Westgate Shopping Centre, Bonn Square, Oxford",OX1 1PA,0,0,0
395979,Sainsbury's,Retailers - supermarkets/hypermarkets,"5 Magdalen Street, Oxford, Oxfordshire",OX1 3AD,0,0,0
737357,Sainsbury's,Retailers - supermarkets/hypermarkets,"98 London Road, Headington, Oxford",OX3 9AJ,0,0,5
268711,Sainsbury's,Retailers - supermarkets/hypermarkets,"J Sainsbury PLC, Heyford Hill, Oxford",OX4 4XR,0,0,0
441855,Sainsbury's,Retailers - supermarkets/hypermarkets,"Sainsbury's Supermarkets Ltd, 9 Suffolk House, 263 - 265 Banbury Road",OX2 7HN,0,0,0
661415,Sainsbury's,Retailers - supermarkets/hypermarkets,"Unit 1, Templars Shopping Park, Between Towns Road",OX4 3JP,0,0,0
929912,Sainsbury's Local,Retailers - supermarkets/hypermarkets,"Sainsbury's Supermarkets Ltd, 134B Cowley Road, Oxford",OX4 1JH,5,5,0
395980,Sainsbury's Local,Retailers - supermarkets/hypermarkets,"Waynflete Building, 1 - 8 St Clement's Street, Oxford",OX4 1DN,0,0,0
268712,Sainsbury's Petrol Station,Retailers - other,"Sainsburys Petrol Station, Heyford Hill, Oxford",OX4 4XR,0,0,0
1782653,Sainsburys Supermarkets Ltd,Retailers - other,"Royal Oxford Hotel, Park End Street, Oxford",OX1 1HR,N/A,N/A,N/A
1635463,Sainsbury's Supermarkets Ltd,Retailers - other,"67C Walton Street, Oxford, Oxfordshire",OX2 6AG,0,0,0
1437904,Salon Services Ltd,Retailers - other,"3 Nuffield Industrial Estate, Ledgers Close, Oxford",OX4 6JS,N/A,N/A,N/A
1623887,Salsas Del Sol,Restaurant/Cafe/Canteen,"123 High Street, Oxford, Oxfordshire",OX1 4DF,5,5,5
1567236,Salt & Vinegar,Takeaway/sandwich shop,"78 Rose Hill, Oxford, Oxfordshire",OX4 4HS,5,5,5
1150290,Sandy's Piano Bar,Pub/bar/nightclub,"3 - 4 King Edward Street, Oxford, Oxfordshire",OX1 4HS,5,5,5
268771,Sanghera Supermarket Limited (Spar),Retailers - other,"10 - 12 Underhill Circus, Oxford, Oxfordshire",OX3 9LU,0,5,0
1551676,Sartorelli's,Restaurant/Cafe/Canteen,"24 - 25 Covered Market, Market Street, Oxford",OX1 3DU,0,5,5
649031,Sasi's Thai,Restaurant/Cafe/Canteen,"32 Covered Market, Market Street, Oxford",OX1 3DX,0,5,5
1761256,Seoul Plaza,Retailers - other,"18 - 19 Cornmarket Street, Oxford, Oxfordshire",OX1 3EY,20,15,20
1023188,Seoul Plaza,Retailers - supermarkets/hypermarkets,"59 - 63 Cowley Road, Oxford, Oxfordshire",OX4 1HR,0,0,0
1011203,Shake Lab,Retailers - other,"203 The Westgate, Queen Street, Oxford",OX1 1PE,0,0,0
1672515,Shake Shack,Restaurant/Cafe/Canteen,"33 - 34 Cornmarket Street, Oxford, Oxfordshire",OX1 3EZ,0,0,0
268957,Shanghai House,Takeaway/sandwich shop,"127 London Road, Headington, Oxford",OX3 9HZ,5,0,5
1569040,Shell Cowley,Retailers - other,"Cowley Service Station, 44 - 48 Garsington Road, Oxford",OX4 2LG,0,5,0
1790850,SHELL LITTLE WAITROSE HEADINGTON,Retailers - other,"Shell Petrol Station, London Road, Headington",OX3 7RD,0,0,0
268730,Shezan Mughal Indian Restaurant,Restaurant/Cafe/Canteen,"135 High Street, Oxford, Oxfordshire",OX1 4DN,0,5,5
1268496,Shin Japanese Kitchen & Bar,Restaurant/Cafe/Canteen,"92 Gloucester Green, Oxford, Oxfordshire",OX1 2BU,5,5,5
1426985,Shiraz Restaurant,Restaurant/Cafe/Canteen,"47 - 49 Cowley Road, Oxford, Oxfordshire",OX4 1HP,10,10,10
1019682,Shoryu,Restaurant/Cafe/Canteen,"Shoryu Ramen, 134 The Westgate, Queen Street",OX1 1PB,0,5,0
1292329,Sichuan Grand,Restaurant/Cafe/Canteen,"The Old School, Gloucester Green, Oxford",OX1 2BU,10,10,10
867886,Silvie,Restaurant/Cafe/Canteen,"281 Iffley Road, Oxford, Oxfordshire",OX4 4AQ,0,0,0
1548703,Sir Sun's Wok,Restaurant/Cafe/Canteen,"278 Cowley Road, Oxford, Oxfordshire",OX4 1UR,0,0,5
1710084,Six By Nico,Restaurant/Cafe/Canteen,"Cinnamon Kitchen, 309 The Westgate, Queen Street",OX1 1PG,0,5,0
1680807,Sixes Social Cricket,Pub/bar/nightclub,"Kupp John Lewis, 101 The Westgate, Queen Street",OX1 1PB,0,5,0
1738501,SIZZLED,Restaurant/Cafe/Canteen,"37 Cornmarket Street, Oxford, Oxfordshire",OX1 3HA,5,10,5
1368080,SkinDose,Retailers - other,"57 Woodstock Road, Oxford, Oxfordshire",OX2 6HJ,N/A,N/A,N/A
